date,currency,impact,description,actual,forecast,previous,revisedFrom,eventId,
2008-01-28 20:30:00,JPY,L,Household Spending y/y,2.20%,-0.20%,-0.60%,,6811,
2008-01-28 20:30:00,JPY,L,Unemployment Rate,3.80%,3.90%,3.80%,,6812,
2008-01-28 20:50:00,JPY,M,Retail Sales y/y,0.20%,0.00%,1.60%,,6813,
2008-01-28 21:30:00,AUD,L,NAB Business Confidence,5,,6,,6815,
2008-01-28 23:00:00,USD,L,President Bush Speaks,,,,,6933,
2008-01-29 04:15:00,CHF,L,Trade Balance,0.20B,0.95B,1.81B,1.89B,6816,
2008-01-29 06:00:00,CHF,M,UBS Consumption Indicator,2.2,,2.2,2.13,6818,
2008-01-29 06:00:00,EUR,L,Current Account,0.7B,1.0B,3.1B,1.3B,6817,
2008-01-29 08:00:00,GBP,H,CBI Realized Sales,4,6,8,,6819,
2008-01-29 10:30:00,USD,H,Core Durable Goods Orders m/m,2.60%,0.00%,-0.40%,-0.70%,6821,
2008-01-29 10:30:00,USD,M,Durable Goods Orders m/m,5.20%,1.90%,0.50%,0.10%,6820,
2008-01-29 11:00:00,USD,L,S+P/CS Composite-20 HPI y/y,-7.70%,-7.00%,-6.10%,,6823,
2008-01-29 12:00:00,USD,H,CB Consumer Confidence,87.9,87,90.6,88.6,6824,
2008-01-29 18:45:00,NZD,M,Building Consents m/m,-5.20%,,0.00%,-0.10%,6825,
2008-01-29 20:50:00,JPY,M,Prelim Industrial Production m/m,1.40%,2.00%,-1.60%,,6826,
2008-01-30 06:00:00,EUR,L,Retail PMI,48.1,,46,,43588,
2008-01-30 06:30:00,GBP,L,Mortgage Approvals,73K,80K,81K,83K,6827,
2008-01-30 06:30:00,GBP,L,Net Lending to Individuals m/m,9.1B,8.5B,9.2B,8.8B,6828,
2008-01-30 07:27:00,EUR,L,Italian 10-y Bond Auction,4.31|1.5,,4.62|1.3,,43365,
2008-01-30 07:30:00,CHF,M,KOF Economic Barometer,1.7,1.95,1.84,1.99,6829,
2008-01-30 10:15:00,USD,H,ADP Non-Farm Employment Change,130K,40K,37K,40K,6830,
2008-01-30 10:30:00,USD,H,Advance GDP q/q,0.60%,1.20%,4.90%,3.90%,6831,
2008-01-30 10:30:00,USD,M,Advance GDP Price Index q/q,2.60%,2.60%,1.00%,0.80%,6832,
2008-01-30 12:30:00,USD,L,Crude Oil Inventories,3.6M,2.0M,2.3M,,6836,
2008-01-30 16:15:00,USD,H,Federal Funds Rate,3.00%,3.00%,3.50%,,6833,
2008-01-30 16:15:00,USD,H,FOMC Statement,,,,,7805,
2008-01-30 17:30:00,CAD,L,Gov Council Member Jenkins Speaks,,,,,6934,
2008-01-30 18:45:00,NZD,H,Trade Balance,33M,-352M,-628M,-646M,6834,
2008-01-30 20:15:00,JPY,L,Final Manufacturing PMI,52.3,,52.3,,6835,
2008-01-30 21:20:00,AUD,M,HIA New Home Sales m/m,-1.30%,,-2.60%,,14465,
2008-01-30 21:30:00,AUD,M,Private Sector Credit m/m,1.10%,1.20%,1.70%,,11295,
2008-01-30 22:30:00,JPY,L,Average Cash Earnings y/y,-1.90%,-0.10%,0.10%,-0.20%,6837,
2008-01-31 01:01:00,EUR,M,German Prelim CPI m/m [All Day],-0.30%,-0.30%,0.50%,,6871,
2008-01-31 02:00:00,JPY,L,Housing Starts y/y,-19.20%,-19.00%,-27.00%,,6838,
2008-01-31 04:00:00,EUR,M,German Retail Sales m/m,-0.10%,1.60%,-1.90%,-1.30%,6873,
2008-01-31 04:00:00,GBP,H,Nationwide HPI m/m,-0.10%,-0.40%,-0.40%,-0.50%,6872,
2008-01-31 05:55:00,EUR,M,German Unemployment Change,-86K,-86K,-70K,,6839,
2008-01-31 07:00:00,EUR,L,Consumer Confidence,-12,-10,-9,,6856,
2008-01-31 07:00:00,EUR,L,Unemployment Rate,7.20%,7.10%,7.20%,,6874,
2008-01-31 07:00:00,EUR,M,CPI Flash Estimate y/y,3.20%,3.10%,3.10%,,6855,
2008-01-31 07:30:00,GBP,L,GfK Consumer Confidence,-13,-15,-14,,6857,
2008-01-31 10:30:00,CAD,H,GDP m/m,0.10%,0.20%,0.20%,,6863,
2008-01-31 10:30:00,USD,L,Personal Income m/m,0.50%,0.40%,0.40%,,6860,
2008-01-31 10:30:00,USD,M,Core PCE Price Index m/m,0.20%,0.20%,0.20%,,6858,
2008-01-31 10:30:00,USD,M,Employment Cost Index q/q,0.80%,0.80%,0.80%,,6861,
2008-01-31 10:30:00,USD,M,Personal Spending m/m,0.20%,0.10%,1.00%,1.10%,6859,
2008-01-31 10:30:00,USD,M,Unemployment Claims,375K,320K,306K,301K,6862,
2008-01-31 11:45:00,USD,M,Chicago PMI,51.5,52.1,56.6,,6864,
2008-01-31 12:30:00,USD,L,Natural Gas Storage,-274B,-257B,-155B,,8238,
2008-01-31 13:00:00,CHF,M,Gov Board Member Jordan Speaks,,,,,6875,
2008-01-31 19:30:00,AUD,L,AIG Manufacturing Index,49.2,,57.6,,6865,
2008-01-31 22:00:00,CNY,H,Manufacturing PMI,53,,55.3,,18348,
2008-01-31 23:30:00,CNY,M,Caixin Manufacturing PMI,53.2,,53.3,,18343,
2008-02-01 01:01:00,All,M,OPEC Meetings [All Day],,,,,6932,
2008-02-01 01:01:00,USD,L,Total Vehicle Sales [All Day],15.3M,16.0M,16.2M,,6853,
2008-02-01 02:30:00,AUD,M,Commodity Prices y/y,5.20%,,2.20%,1.80%,10296,
2008-02-01 05:15:00,EUR,L,Spanish Manufacturing PMI,49.8,,49.5,,43802,
2008-02-01 05:30:00,CHF,M,Manufacturing PMI,61.6,60.3,61.3,,6840,
2008-02-01 05:45:00,EUR,L,Italian Manufacturing PMI,50.8,51,50.7,,43456,
2008-02-01 06:00:00,EUR,L,Final Manufacturing PMI,52.8,52.6,52.6,,6842,
2008-02-01 06:30:00,GBP,M,Final Manufacturing PMI,50.6,52.5,52.4,52.9,6843,
2008-02-01 10:30:00,CAD,L,IPPI m/m,1.10%,0.60%,0.60%,,6847,
2008-02-01 10:30:00,CAD,M,RMPI m/m,0.20%,0.80%,3.40%,,6848,
2008-02-01 10:30:00,USD,H,Non-Farm Employment Change,-17K,65K,82K,18K,6844,
2008-02-01 10:30:00,USD,H,Unemployment Rate,4.90%,5.00%,5.00%,,6845,
2008-02-01 10:30:00,USD,M,Average Hourly Earnings m/m,0.20%,0.30%,0.40%,,6846,
2008-02-01 12:00:00,USD,H,ISM Manufacturing PMI,50.7,47.3,47.7,,6849,
2008-02-01 12:00:00,USD,L,Construction Spending m/m,-1.10%,-0.50%,-0.40%,0.10%,6852,
2008-02-01 12:00:00,USD,L,ISM Manufacturing Prices,76,68,68,,6850,
2008-02-01 12:00:00,USD,L,Revised UoM Inflation Expectations,3.40%,,3.40%,,9981,
2008-02-01 12:00:00,USD,M,Revised UoM Consumer Sentiment,78.4,79,80.5,,6851,
2008-02-02 22:00:00,CNY,L,Non-Manufacturing PMI,57.1,,58.8,,42284,
2008-02-03 18:45:00,NZD,L,Visitor Arrivals m/m,-1.20%,,2.80%,,6877,
2008-02-03 20:30:00,AUD,L,MI Inflation Gauge m/m,0.30%,,0.60%,,6879,
2008-02-03 20:50:00,JPY,L,Monetary Base y/y,-0.10%,0.30%,0.40%,,6880,
2008-02-03 21:30:00,AUD,H,Trade Balance,-1.94B,-2.04B,-2.16B,-2.25B,6881,
2008-02-03 21:30:00,AUD,M,HPI q/q,3.20%,2.90%,3.20%,3.50%,6882,
2008-02-04 05:00:00,EUR,L,Spanish Unemployment Change,132.4K,,35.1K,,43981,
2008-02-04 06:30:00,EUR,L,Sentix Investor Confidence,4.3,5.7,8.2,,6884,
2008-02-04 06:30:00,GBP,L,Construction PMI,53.9,55,56,,6883,
2008-02-04 07:00:00,EUR,L,PPI m/m,0.10%,0.20%,0.90%,0.80%,6885,
2008-02-04 09:30:00,USD,L,Challenger Job Cuts y/y,-18.70%,,-4.70%,,8617,
2008-02-04 12:00:00,USD,M,Factory Orders m/m,2.30%,2.30%,1.70%,1.50%,6886,
2008-02-04 13:20:00,USD,M,FOMC Member Kroszner Speaks,,,,,6937,
2008-02-04 16:00:00,USD,L,Loan Officer Survey,,,,,24064,
2008-02-04 18:45:00,NZD,H,Labor Cost Index q/q,1.10%,0.80%,0.90%,,6887,
2008-02-04 19:30:00,AUD,L,AIG Services Index,54.9,,56.9,,10183,
2008-02-04 21:30:00,AUD,H,Building Approvals m/m,-16.00%,-3.80%,8.20%,8.90%,6889,
2008-02-04 21:30:00,AUD,H,Retail Sales m/m,0.50%,0.60%,0.80%,,6888,
2008-02-04 21:30:00,AUD,M,NAB Quarterly Business Confidence,6,,9,,10943,
2008-02-04 23:00:00,NZD,L,ANZ Commodity Prices m/m,-1.40%,,0.00%,,6890,
2008-02-05 00:30:00,AUD,H,Cash Rate,7.00%,7.00%,6.75%,,6891,
2008-02-05 00:30:00,AUD,H,RBA Rate Statement,,,,,7986,
2008-02-05 00:45:00,JPY,L,10-y Bond Auction,1.46|2.9,,1.44|2.5,,48987,
2008-02-05 01:01:00,CNY,N,Bank Holiday [All Day],,,,,23284,
2008-02-05 01:01:00,NZD,N,Bank Holiday [All Day],,,,,12094,
2008-02-05 05:00:00,GBP,H,Halifax HPI m/m,0.00%,-0.40%,1.40%,1.30%,7007,
2008-02-05 05:15:00,EUR,L,Spanish Services PMI,44.2,,51,,43898,
2008-02-05 05:45:00,EUR,L,Italian Services PMI,47.9,49.5,49.7,,43516,
2008-02-05 06:00:00,EUR,L,Final Services PMI,50.6,52,52,,6893,
2008-02-05 06:30:00,GBP,M,Final Services PMI,52.5,52,52.4,,6894,
2008-02-05 07:00:00,EUR,L,Italian Prelim CPI m/m,0.40%,0.30%,0.30%,,6896,
2008-02-05 07:00:00,EUR,M,Retail Sales m/m,-0.10%,0.20%,-0.70%,-0.50%,6895,
2008-02-05 07:40:00,GBP,L,10-y Bond Auction,4.50|1.9,,4.99|1.9,,43114,
2008-02-05 12:00:00,USD,H,ISM Non-Manufacturing PMI,44.6,52.4,53.2,,7006,
2008-02-05 12:00:00,USD,L,Treasury Sec Paulson Speaks,,,,,6941,
2008-02-05 21:01:00,GBP,L,Nationwide Consumer Confidence,81,83,85,,6899,
2008-02-06 01:01:00,CNY,N,Bank Holiday [All Day],,,,,23285,
2008-02-06 02:00:00,JPY,L,Leading Indicators,40.00%,40.00%,18.20%,10.00%,6900,
2008-02-06 05:00:00,CHF,L,Foreign Currency Reserves,49B,,50B,,42176,
2008-02-06 07:30:00,GBP,L,BRC Shop Price Index y/y,1.20%,,1.00%,,6901,
2008-02-06 10:30:00,CAD,M,Building Permits m/m,0.40%,0.00%,-9.90%,,6904,
2008-02-06 10:30:00,USD,M,Prelim Nonfarm Productivity q/q,1.80%,0.50%,6.30%,4.90%,6902,
2008-02-06 10:30:00,USD,M,Prelim Unit Labor Costs q/q,2.10%,3.50%,-2.00%,-0.20%,6903,
2008-02-06 12:00:00,CAD,H,Ivey PMI,56.2,47,45.9,,6905,
2008-02-06 12:30:00,GBP,L,CB Leading Index m/m,-0.40%,,-0.30%,,6906,
2008-02-06 12:30:00,USD,L,Crude Oil Inventories,7.0M,2.6M,3.6M,,6878,
2008-02-06 14:30:00,USD,L,FOMC Member Kroszner Speaks,,,,,6939,
2008-02-06 15:00:00,USD,M,10-y Bond Auction,3.62|2.3,,4.16|2.2,,43069,
2008-02-06 15:40:00,USD,M,FOMC Member Plosser Speaks,,,,,6938,
2008-02-06 18:45:00,NZD,H,Employment Change q/q,1.10%,0.30%,-0.30%,,6908,
2008-02-06 18:45:00,NZD,H,Unemployment Rate,3.40%,3.60%,3.50%,,6907,
2008-02-06 19:30:00,AUD,L,AIG Construction Index,58.3,,59.2,,6944,
2008-02-07 01:01:00,All,M,G7 Meetings [Day 1],,,,,13383,
2008-02-07 01:01:00,CNY,N,Bank Holiday [All Day],,,,,23286,
2008-02-07 03:00:00,JPY,L,Prelim Machine Tool Orders y/y,-1.00%,,3.70%,3.30%,6909,
2008-02-07 03:45:00,CHF,L,Unemployment Rate,2.60%,2.60%,2.60%,,6910,
2008-02-07 04:45:00,EUR,L,French Trade Balance,-4.3B,-4.0B,-4.6B,-4.8B,6911,
2008-02-07 06:30:00,GBP,H,Manufacturing Production m/m,-0.20%,0.10%,-0.10%,,6913,
2008-02-07 06:30:00,GBP,L,Industrial Production m/m,-0.10%,0.20%,-0.10%,,6912,
2008-02-07 07:01:00,EUR,L,French 10-y Bond Auction,4.01|3.2,,4.31|2.5,,43336,
2008-02-07 08:00:00,EUR,M,German Factory Orders m/m,-1.70%,-1.80%,3.00%,3.40%,6914,
2008-02-07 09:00:00,GBP,H,MPC Rate Statement,,,,,8146,
2008-02-07 09:00:00,GBP,H,Official Bank Rate,5.25%,5.25%,5.50%,,6915,
2008-02-07 09:45:00,EUR,M,Main Refinancing Rate,4.00%,4.00%,4.00%,,6916,
2008-02-07 10:30:00,EUR,H,ECB Press Conference,,,,,6917,
2008-02-07 10:30:00,USD,H,Unemployment Claims,356K,340K,378K,375K,6918,
2008-02-07 12:00:00,USD,H,Pending Home Sales m/m,-1.50%,-1.00%,-3.00%,-2.60%,6919,
2008-02-07 12:30:00,USD,L,Natural Gas Storage,-200B,-187B,-274B,,8237,
2008-02-07 15:00:00,USD,L,30-y Bond Auction,4.45|1.8,,4.67|3.0,,43094,
2008-02-07 15:00:00,USD,M,FOMC Member Fisher Speaks,,,,,6942,
2008-02-07 17:00:00,USD,L,Consumer Credit m/m,4.5B,7.2B,17.1B,15.4B,6935,
2008-02-07 20:50:00,JPY,L,M2 Money Stock y/y,2.10%,2.10%,2.10%,,6921,
2008-02-07 20:50:00,JPY,M,Core Machinery Orders m/m,-3.20%,-1.00%,-2.80%,,6920,
2008-02-07 21:01:00,GBP,L,NIESR GDP Estimate,0.50%,,0.60%,0.50%,6922,
2008-02-08 01:01:00,All,H,G7 Meetings [Day 2],,,,,7005,
2008-02-08 02:00:00,JPY,L,Economy Watchers Sentiment,31.8,35.5,36.6,,6923,
2008-02-08 03:45:00,CHF,H,CPI m/m,-0.30%,-0.50%,0.20%,,6924,
2008-02-08 03:45:00,CHF,M,SECO Consumer Climate,14,11,15,,6936,
2008-02-08 04:00:00,EUR,L,German Trade Balance,15.6B,17.7B,20.1B,19.8B,6925,
2008-02-08 08:00:00,EUR,M,German Industrial Production m/m,0.80%,1.00%,-0.30%,-0.90%,6926,
2008-02-08 09:00:00,CAD,H,Employment Change,46.4K,10.0K,-18.7K,,6928,
2008-02-08 09:00:00,CAD,H,Unemployment Rate,5.80%,6.00%,5.90%,,6929,
2008-02-08 10:15:00,CAD,H,Housing Starts,223K,210K,185K,188K,6930,
2008-02-08 12:00:00,USD,L,Final Wholesale Inventories m/m,1.10%,0.30%,0.80%,0.60%,6931,
2008-02-08 14:55:00,USD,L,FOMC Member Pianalto Speaks,,,,,6940,
2008-02-10 01:01:00,CNY,N,Bank Holiday [All Day],,,,,23287,
2008-02-10 01:01:00,JPY,N,Bank Holiday [All Day],,,,,6943,
2008-02-10 21:30:00,AUD,H,Home Loans m/m,0.10%,-0.90%,3.30%,4.00%,6946,
2008-02-10 21:30:00,AUD,H,RBA Monetary Policy Statement,,,,,6945,
2008-02-10 21:30:00,AUD,M,ANZ Job Advertisements m/m,1.80%,,7.10%,,19251,
2008-02-11 01:01:00,CNY,N,Bank Holiday [All Day],,,,,23288,
2008-02-11 01:01:00,EUR,L,Eurogroup Meetings [All Day],,,,,44051,
2008-02-11 04:45:00,EUR,M,French Industrial Production m/m,0.70%,0.70%,-1.70%,-1.50%,6947,
2008-02-11 06:00:00,EUR,L,Italian Industrial Production m/m,-0.50%,0.50%,-1.10%,-0.90%,6948,
2008-02-11 06:30:00,GBP,H,PPI Input m/m,2.60%,1.00%,1.40%,0.50%,6949,
2008-02-11 06:30:00,GBP,L,ONS HPI y/y,9.10%,8.00%,9.70%,9.50%,7015,
2008-02-11 06:30:00,GBP,L,PPI Output m/m,1.00%,0.50%,0.40%,0.50%,6950,
2008-02-11 06:30:00,GBP,M,Goods Trade Balance,-7.6B,-7.4B,-7.9B,-7.4B,6969,
2008-02-11 10:30:00,CAD,L,NHPI m/m,0.10%,0.30%,0.50%,,6970,
2008-02-11 21:01:00,GBP,M,BRC Retail Sales Monitor y/y,2.60%,,0.30%,,6971,
2008-02-11 21:30:00,AUD,L,NAB Business Confidence,-4,,5,,6972,
2008-02-12 01:01:00,EUR,L,ECOFIN Meetings [All Day],,,,,36340,
2008-02-12 06:30:00,GBP,H,CPI y/y,2.20%,2.30%,2.10%,,6952,
2008-02-12 06:30:00,GBP,L,RPI y/y,4.10%,4.10%,4.00%,,6954,
2008-02-12 06:30:00,GBP,M,Core CPI y/y,1.30%,1.50%,1.40%,,6953,
2008-02-12 07:00:00,EUR,L,ZEW Economic Sentiment,-41.4,-43,-41.7,,6974,
2008-02-12 07:00:00,EUR,M,German ZEW Economic Sentiment,-39.5,-45,-41.6,,6973,
2008-02-12 09:30:00,USD,L,NFIB Small Business Index,91.8,,94.6,,48351,
2008-02-12 12:00:00,USD,L,IBD/TIPP Economic Optimism,44.5,42.5,43.2,,9943,
2008-02-12 12:00:00,USD,L,JOLTS Job Openings,4.04M,,4.02M,4.02M,49282,
2008-02-12 16:00:00,USD,M,Federal Budget Balance,17.8B,23.5B,48.3B,,10907,
2008-02-12 18:45:00,NZD,H,PPI Input q/q,1.30%,1.20%,2.30%,,6975,
2008-02-12 18:45:00,NZD,L,PPI Output q/q,1.50%,1.00%,1.60%,,6976,
2008-02-12 20:30:00,AUD,M,Westpac Consumer Sentiment,-5.50%,,-8.30%,,6977,
2008-02-12 20:50:00,JPY,L,Current Account,1.86T,1.90T,2.16T,,6979,
2008-02-12 20:50:00,JPY,L,PPI y/y,3.00%,2.70%,2.60%,,6978,
2008-02-12 21:01:00,GBP,M,RICS House Price Balance,-55%,-52%,-49%,,7014,
2008-02-13 02:00:00,JPY,L,Consumer Confidence,37.5,37.5,38,,6980,
2008-02-13 04:00:00,EUR,L,German WPI m/m,1.40%,0.20%,-0.50%,,7016,
2008-02-13 04:45:00,EUR,L,French Gov Budget Balance,-38.4B,,-54.7B,,6981,
2008-02-13 06:30:00,GBP,H,Claimant Count Change,-10.8K,-5.2K,-8.7K,-6.4K,6982,
2008-02-13 06:30:00,GBP,L,Unemployment Rate,5.20%,5.30%,5.30%,,6983,
2008-02-13 06:30:00,GBP,M,Average Earnings Index 3m/y,3.80%,3.90%,4.00%,,6984,
2008-02-13 07:00:00,EUR,M,Industrial Production m/m,-0.20%,0.50%,-0.40%,-0.50%,6985,
2008-02-13 07:06:00,EUR,L,German 10-y Bond Auction,3.94|1.7,,4.35|1.2,,43186,
2008-02-13 07:30:00,GBP,H,BOE Gov King Speaks,,,,,13117,
2008-02-13 07:30:00,GBP,H,BOE Monetary Policy Report,,,,,6986,
2008-02-13 10:30:00,USD,H,Core Retail Sales m/m,0.30%,0.20%,-0.30%,-0.40%,6988,
2008-02-13 10:30:00,USD,H,Retail Sales m/m,0.30%,-0.20%,-0.40%,,6987,
2008-02-13 12:00:00,USD,M,Business Inventories m/m,0.60%,0.40%,0.40%,,6989,
2008-02-13 12:30:00,USD,L,Crude Oil Inventories,1.1M,2.4M,7.0M,,6951,
2008-02-13 18:40:00,NZD,L,BusinessNZ Manufacturing Index,53.3,,53.6,53.8,6991,
2008-02-13 18:45:00,NZD,L,FPI m/m,0.40%,,0.90%,,6990,
2008-02-13 20:50:00,JPY,H,Prelim GDP q/q,0.90%,0.40%,0.40%,0.60%,6992,
2008-02-13 20:50:00,JPY,L,Bank Lending y/y,0.40%,,0.10%,,11970,
2008-02-13 20:50:00,JPY,M,Prelim GDP Price Index y/y,-1.30%,-0.90%,-0.60%,-0.30%,6993,
2008-02-13 21:00:00,AUD,L,MI Inflation Expectations,4.50%,,4.40%,,10408,
2008-02-13 21:30:00,AUD,H,Employment Change,26.8K,15.0K,24.8K,20.1K,6994,
2008-02-13 21:30:00,AUD,M,Unemployment Rate,4.10%,4.30%,4.30%,,6995,
2008-02-13 23:00:00,CNY,L,M2 Money Supply y/y,18.90%,16.50%,16.70%,,24249,
2008-02-13 23:00:00,CNY,M,New Loans,804B,,49B,,24344,
2008-02-14 01:30:00,JPY,L,Revised Industrial Production m/m,1.40%,1.40%,1.40%,,6996,
2008-02-14 04:00:00,EUR,H,German Prelim GDP q/q,0.30%,0.30%,0.70%,,6997,
2008-02-14 04:00:00,EUR,L,German Final CPI m/m,-0.40%,-0.30%,-0.30%,,9494,
2008-02-14 04:45:00,EUR,L,French Prelim GDP q/q,0.30%,0.30%,0.80%,0.70%,6955,
2008-02-14 05:00:00,EUR,L,Spanish Flash GDP q/q,0.80%,0.70%,0.70%,,43747,
2008-02-14 06:00:00,EUR,M,ECB Monthly Bulletin,,,,,7012,
2008-02-14 07:00:00,CHF,M,Credit Suisse Economic Expectations,-55.6,,-32.8,-32.7,6956,
2008-02-14 07:00:00,EUR,M,Flash GDP q/q,0.40%,0.30%,0.80%,0.70%,6957,
2008-02-14 10:30:00,CAD,H,Trade Balance,2.4B,3.6B,3.8B,3.7B,6999,
2008-02-14 10:30:00,USD,H,Trade Balance,-58.8B,-61.8B,-63.1B,,6998,
2008-02-14 10:30:00,USD,M,Unemployment Claims,348K,345K,357K,356K,7000,
2008-02-14 12:00:00,USD,H,Fed Chairman Bernanke Testifies,,,,,7009,
2008-02-14 12:30:00,CAD,L,BOC Review,,,,,7057,
2008-02-14 12:30:00,USD,L,Natural Gas Storage,-120B,-117B,-200B,,8236,
2008-02-14 14:30:00,EUR,M,ECB President Trichet Speaks,,,,,7010,
2008-02-14 18:45:00,NZD,H,Core Retail Sales m/m,0.30%,0.20%,0.80%,0.90%,7002,
2008-02-14 18:45:00,NZD,H,Retail Sales m/m,0.10%,0.10%,1.70%,2.00%,7001,
2008-02-14 18:45:00,NZD,L,Core Retail Sales q/q,0.00%,,0.10%,0.20%,37731,
2008-02-14 18:45:00,NZD,L,Retail Sales q/q,0.30%,0.50%,0.20%,,37714,
2008-02-15 00:51:00,JPY,M,Overnight Call Rate,0.50%,0.50%,0.50%,,7003,
2008-02-15 03:00:00,JPY,M,BOJ Monthly Report,,,,,6960,
2008-02-15 04:24:00,JPY,H,BOJ Press Conference,,,,,7004,
2008-02-15 04:45:00,EUR,M,French Prelim Private Payrolls q/q,0.40%,0.30%,0.40%,0.20%,6959,
2008-02-15 05:00:00,CNY,H,USD-Denominated Trade Balance,19.5B,17.2B,22.7B,,18382,
2008-02-15 07:00:00,EUR,L,Trade Balance,-2.1B,2.5B,2.0B,2.7B,6958,
2008-02-15 10:30:00,CAD,L,New Motor Vehicle Sales m/m,4.80%,2.80%,-2.70%,-2.90%,6961,
2008-02-15 10:30:00,CAD,M,Manufacturing Sales m/m,-3.40%,-0.10%,1.00%,1.10%,6962,
2008-02-15 10:30:00,USD,M,Empire State Manufacturing Index,-11.7,6.5,9,,6964,
2008-02-15 10:30:00,USD,M,Import Prices m/m,1.70%,0.40%,-0.20%,0.00%,6963,
2008-02-15 11:00:00,USD,H,TIC Long-Term Purchases,56.5B,73.0B,90.9B,,6965,
2008-02-15 11:15:00,USD,M,Capacity Utilization Rate,81.50%,81.40%,81.50%,81.40%,6967,
2008-02-15 11:15:00,USD,M,Industrial Production m/m,0.10%,0.10%,0.10%,0.00%,6966,
2008-02-15 11:45:00,EUR,M,ECB President Trichet Speaks,,,,,7011,
2008-02-15 11:55:00,USD,H,Prelim UoM Consumer Sentiment,69.6,76,78.4,80.5,6968,
2008-02-15 11:55:00,USD,L,Prelim UoM Inflation Expectations,3.70%,,3.40%,,9963,
2008-02-15 15:15:00,USD,M,FOMC Member Mishkin Speaks,,,,,7008,
2008-02-17 20:50:00,JPY,M,Tertiary Industry Activity m/m,-0.60%,-0.20%,0.00%,0.10%,7017,
2008-02-17 21:01:00,GBP,M,Rightmove HPI m/m,3.20%,,-0.80%,,7018,
2008-02-17 23:00:00,CNY,M,PPI y/y,6.10%,5.70%,5.40%,,18570,
2008-02-18 01:01:00,USD,N,Bank Holiday [All Day],,,,,7013,
2008-02-18 03:45:00,CNY,L,Foreign Direct Investment ytd/y,109.80%,,13.60%,,19295,
2008-02-18 05:15:00,CHF,M,Retail Sales y/y,1.20%,5.10%,2.90%,,7019,
2008-02-18 08:00:00,EUR,M,German Buba Monthly Report,,,,,50136,
2008-02-18 08:00:00,GBP,M,MPC Member Besley Speaks,,,,,9291,
2008-02-18 16:30:00,CAD,H,BOC Gov Carney Speaks,,,,,7058,
2008-02-18 19:30:00,AUD,L,RBA Assist Gov Edey Speaks,,,,,7067,
2008-02-18 21:30:00,AUD,H,Monetary Policy Meeting Minutes,,,,,7059,
2008-02-18 23:00:00,CNY,M,CPI y/y,7.10%,7.00%,6.50%,,18522,
2008-02-19 06:00:00,EUR,L,Italian Trade Balance,-1.97B,-1.72B,-0.28B,-0.05B,7020,
2008-02-19 09:00:00,CAD,H,Core CPI m/m,0.10%,0.10%,-0.30%,,7022,
2008-02-19 09:00:00,CAD,M,CPI m/m,-0.20%,-0.10%,0.10%,,7021,
2008-02-19 10:30:00,CAD,M,Wholesale Sales m/m,-2.90%,-0.60%,0.20%,0.30%,7023,
2008-02-19 11:00:00,USD,M,FOMC Member Stern Speaks,,,,,7063,
2008-02-19 15:00:00,USD,L,NAHB Housing Market Index,20,19,19,,7024,
2008-02-19 16:35:00,GBP,M,MPC Member Barker Speaks,,,,,7130,
2008-02-19 20:30:00,AUD,L,MI Leading Index m/m,-0.20%,,-0.90%,1.00%,7025,
2008-02-19 20:50:00,JPY,M,Monetary Policy Meeting Minutes,,,,,7027,
2008-02-19 21:30:00,AUD,M,Wage Price Index q/q,1.10%,1.00%,1.00%,,7028,
2008-02-20 04:00:00,EUR,M,German PPI m/m,0.80%,0.30%,-0.10%,,7035,
2008-02-20 06:30:00,GBP,H,MPC Official Bank Rate Votes,0-9-0,0-9-0,0-1-8,,7036,
2008-02-20 06:30:00,GBP,L,M4 Money Supply m/m,1.30%,0.90%,1.60%,1.50%,7038,
2008-02-20 06:30:00,GBP,L,Public Sector Net Borrowing,-14.1B,-9.5B,6.9B,7.8B,7037,
2008-02-20 08:00:00,GBP,M,CBI Industrial Order Expectations,3,-3,2,,7039,
2008-02-20 10:30:00,CAD,L,Leading Index m/m,0.20%,0.00%,0.00%,-0.10%,7062,
2008-02-20 10:30:00,CAD,M,Foreign Securities Purchases,1.24B,1.50B,-4.90B,-4.84B,7061,
2008-02-20 10:30:00,USD,H,Building Permits,1.05M,1.05M,1.08M,1.07M,7043,
2008-02-20 10:30:00,USD,H,Core CPI m/m,0.30%,0.20%,0.20%,,7041,
2008-02-20 10:30:00,USD,M,CPI m/m,0.40%,0.30%,0.30%,,7040,
2008-02-20 10:30:00,USD,M,Housing Starts,1.01M,1.01M,1.00M,1.01M,7042,
2008-02-20 16:00:00,USD,H,FOMC Meeting Minutes,,,,,7044,
2008-02-20 20:50:00,JPY,L,All Industries Activity m/m,-0.20%,0.10%,-0.50%,,7046,
2008-02-20 20:50:00,JPY,L,Trade Balance,0.86T,0.93T,0.62T,0.64T,7045,
2008-02-20 21:30:00,AUD,L,New Motor Vehicle Sales m/m,0.60%,,1.60%,1.10%,7047,
2008-02-20 21:30:00,AUD,L,RBA Bulletin,,,,,7066,
2008-02-21 04:15:00,CHF,L,Trade Balance,1.22B,0.80B,0.18B,0.20B,7049,
2008-02-21 04:45:00,EUR,L,French Final CPI m/m,-0.10%,-0.20%,0.40%,,7050,
2008-02-21 05:15:00,CHF,M,PPI m/m,0.50%,-0.10%,-0.10%,,7051,
2008-02-21 06:00:00,EUR,L,Current Account,-10.3B,0.2B,2.3B,0.7B,7052,
